f1:decoded/60fps/b0041_kicking_20d/input_b0041_kicking_20d.bvh,f2:decoded/60fps/b0041_kicking_20d/b0041_kicking_20d_decoded_Euler_cmu_Euler_21j_w240x120.bvh,6.9784
f1:decoded/60fps/b0041_kicking_20d/input_b0041_kicking_20d.bvh,f2:decoded/60fps/b0041_kicking_20d/b0041_kicking_20d_decoded_Quaternion_cmu_Quaternion_21j_w240x120.bvh,7.3961
f1:decoded/60fps/b0041_kicking_20d/input_b0041_kicking_20d.bvh,f2:decoded/60fps/b0041_kicking_20d/b0041_kicking_20d_decoded_RotationMatrix_cmu_RotationMatrix_21j_w240x120.bvh,5.8281
f1:decoded/60fps/b0041_kicking_45d/input_b0041_kicking_45d.bvh,f2:decoded/60fps/b0041_kicking_45d/b0041_kicking_45d_decoded_AxisAngle_cmu_AxisAngle_21j_w240x120.bvh,12.0846
f1:decoded/60fps/b0041_kicking_45d/input_b0041_kicking_45d.bvh,f2:decoded/60fps/b0041_kicking_45d/b0041_kicking_45d_decoded_Euler_cmu_Euler_21j_w240x120.bvh,12.2302
f1:decoded/60fps/b0041_kicking_45d/input_b0041_kicking_45d.bvh,f2:decoded/60fps/b0041_kicking_45d/b0041_kicking_45d_decoded_Quaternion_cmu_Quaternion_21j_w240x120.bvh,8.4578
f1:decoded/60fps/b0041_kicking_45d/input_b0041_kicking_45d.bvh,f2:decoded/60fps/b0041_kicking_45d/b0041_kicking_45d_decoded_RotationMatrix_cmu_RotationMatrix_21j_w240x120.bvh,12.0846
f1:decoded/60fps/b0041_kicking_90d/input_b0041_kicking_90d.bvh,f2:decoded/60fps/b0041_kicking_90d/b0041_kicking_90d_decoded_AxisAngle_cmu_AxisAngle_21j_w240x120.bvh,22.7550
f1:decoded/60fps/b0041_kicking_90d/input_b0041_kicking_90d.bvh,f2:decoded/60fps/b0041_kicking_90d/b0041_kicking_90d_decoded_Euler_cmu_Euler_21j_w240x120.bvh,21.4231
f1:decoded/60fps/b0041_kicking_90d/input_b0041_kicking_90d.bvh,f2:decoded/60fps/b0041_kicking_90d/b0041_kicking_90d_decoded_Quaternion_cmu_Quaternion_21j_w240x120.bvh,10.5774
f1:decoded/60fps/b0041_kicking_90d/input_b0041_kicking_90d.bvh,f2:decoded/60fps/b0041_kicking_90d/b0041_kicking_90d_decoded_RotationMatrix_cmu_RotationMatrix_21j_w240x120.bvh,22.7550
f1:decoded/60fps/gorilla_run/input_gorilla_run.bvh,f2:decoded/60fps/gorilla_run/gorilla_run_decoded_AxisAngle_cmu_AxisAngle_21j_w240x120.bvh,0.0143
f1:decoded/60fps/gorilla_run/input_gorilla_run.bvh,f2:decoded/60fps/gorilla_run/gorilla_run_decoded_Euler_cmu_Euler_21j_w240x120.bvh,4.8614
f1:decoded/60fps/gorilla_run/input_gorilla_run.bvh,f2:decoded/60fps/gorilla_run/gorilla_run_decoded_Quaternion_cmu_Quaternion_21j_w240x120.bvh,5.0349
f1:decoded/60fps/gorilla_run/input_gorilla_run.bvh,f2:decoded/60fps/gorilla_run/gorilla_run_decoded_RotationMatrix_cmu_RotationMatrix_21j_w240x120.bvh,0.0143
